 OTUID	N1_40	E3_60	E1_0	N2_0	E3_40	E2_60	N2_40	E3_0	E2_40	E1_40	N3_60	N1_60	N1_0	N2_60	E1_60	E2_0	N3_0	N3_40
OTU_1169	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1549	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1860	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2312	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0
OTU_1284	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_2250	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_2063	1	1	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	1
OTU_2300	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2215	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
OTU_919	0	0	0	2	0	0	2	1	1	2	1	1	2	0	1	1	0	2
OTU_1168	2	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0
OTU_1110	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5
OTU_1583	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1499	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0
OTU_1997	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
OTU_2187	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2459	1	2	0	0	1	2	0	1	0	0	0	1	2	0	0	3	0	1
OTU_1923	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2604	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
OTU_783	2	0	1	0	0	0	0	0	0	1	2	6	0	1	0	0	0	0
OTU_1379	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0
OTU_2015	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_946	2	0	0	0	13	0	1	0	0	1	0	0	0	0	1	0	0	0
OTU_2525	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2
OTU_1491	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1423	1	1	2	1	0	1	4	1	2	1	0	0	2	0	0	2	1	3
OTU_716	1	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0
OTU_2087	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1655	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0
OTU_1709	2	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	1
OTU_2319	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
OTU_2110	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_2564	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1442	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1582	1	1	0	0	3	2	0	0	0	0	0	1	1	0	0	0	0	0
OTU_1376	0	0	0	1	2	0	2	0	0	0	0	0	1	0	0	0	0	1
OTU_2556	0	0	3	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0
OTU_2799	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
OTU_1058	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0
OTU_2523	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
OTU_1443	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0
OTU_2713	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	1	2	0
OTU_2216	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
OTU_1360	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1914	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
OTU_2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1492	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1953	0	0	1	1	0	0	0	1	0	1	0	0	5	0	0	2	1	0
OTU_2140	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2352	1	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
OTU_1888	0	0	0	0	1	1	0	0	4	0	1	0	0	0	0	0	0	0
OTU_1641	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0
OTU_2760	1	0	1	1	0	0	0	2	1	0	1	0	1	0	1	0	0	0
OTU_1130	0	2	0	1	0	1	2	0	0	0	0	0	1	2	0	4	0	0
OTU_2168	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
OTU_1987	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
OTU_2619	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_1463	0	0	0	0	0	0	1	0	0	0	4	4	0	0	0	0	0	1
OTU_2273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_849	0	0	0	2	0	7	0	0	0	2	1	0	0	0	1	0	0	0
OTU_2492	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0
OTU_1098	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0
OTU_1852	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1
OTU_1287	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2213	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_1636	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1246	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	1
OTU_1512	0	0	6	2	0	1	0	2	0	0	0	0	0	1	0	7	0	0
OTU_890	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0
OTU_2736	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2145	1	0	0	0	4	1	0	0	1	0	0	0	1	0	1	0	0	0
OTU_2064	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2678	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2218	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_2707	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
OTU_818	1	0	4	2	1	0	0	1	2	0	2	1	0	0	0	2	0	0
OTU_1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1480	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1026	0	0	0	0	1	0	2	2	0	2	0	2	0	1	0	1	0	1
OTU_1915	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1230	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0
OTU_864	0	1	0	4	0	1	2	0	0	0	0	0	0	1	0	0	1	0
OTU_1756	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2529	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
OTU_1918	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1094	4	0	3	2	4	1	0	1	0	0	2	0	0	0	0	1	0	1
OTU_1626	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1945	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1625	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1592	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2472	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_2460	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU_1029	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2051	0	0	0	1	0	1	0	0	0	0	0	0	1	0	4	1	0	0
OTU_2165	1	1	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1809	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2092	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0
OTU_2332	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_797	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1
OTU_2041	0	1	0	1	1	0	1	0	0	1	5	1	1	1	0	0	1	0
OTU_2345	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2450	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2769	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1126	0	0	0	3	0	0	0	1	2	0	0	0	1	0	0	0	0	0
OTU_2794	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2
OTU_2725	0	1	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	1
OTU_1344	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2753	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1466	2	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2149	1	0	0	3	1	2	1	0	0	0	1	0	0	0	0	0	0	1
OTU_504	3	6	4	2	3	2	1	3	1	0	0	2	5	3	3	4	2	1
OTU_1971	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2198	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_2584	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_2474	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_2695	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1902	1	1	2	3	2	0	4	1	1	0	1	1	1	0	0	0	1	0
OTU_2303	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1079	0	0	0	1	0	0	0	0	0	0	0	1	1	4	0	0	0	0
OTU_2495	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_2539	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
OTU_1383	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1687	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1567	0	1	0	1	2	0	0	1	0	0	0	3	0	0	0	1	1	1
OTU_1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_2178	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_2261	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1774	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	3
OTU_2773	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_2778	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
OTU_2624	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0
OTU_2541	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1701	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0
OTU_2537	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_1514	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2037	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1797	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
OTU_2802	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0
OTU_2788	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_2006	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_1122	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1706	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_823	1	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU_1006	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0
OTU_1600	0	0	0	0	0	0	2	1	1	1	0	0	1	2	0	0	0	0
OTU_2121	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	1	0	0
OTU_2169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1762	1	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_2408	0	0	2	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0
OTU_1375	0	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0
OTU_2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2289	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_1823	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1522	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_1255	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0
OTU_1155	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1262	0	0	1	2	0	1	1	1	0	0	0	2	0	0	1	1	0	0
OTU_960	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2701	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0
OTU_1325	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2596	0	0	0	0	0	3	0	0	1	0	0	0	1	1	0	0	0	0
OTU_1780	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_735	0	0	0	2	0	0	1	3	0	0	2	0	0	0	0	2	1	1
OTU_2325	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1300	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
OTU_1584	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_2135	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0
OTU_900	0	0	0	2	1	0	2	2	0	0	0	1	3	1	0	0	1	2
OTU_2528	1	0	0	1	0	0	1	0	0	0	1	1	3	0	1	0	2	0
OTU_2811	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1947	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_1081	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1966	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
OTU_2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1961	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0
OTU_2603	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1474	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2809	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1812	0	1	4	1	3	0	0	3	2	2	0	1	0	0	2	1	1	0
OTU_1464	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1431	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1859	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
OTU_2599	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1652	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2090	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1834	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0
OTU_2451	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	5	1
OTU_1611	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
OTU_860	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0
OTU_872	1	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	1	0
OTU_1310	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	4	0
OTU_2552	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1	1
OTU_2158	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0
OTU_1747	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2595	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
OTU_1849	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2020	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2056	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU_2452	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
OTU_2439	1	1	0	0	2	0	0	1	0	1	1	0	0	1	0	0	0	0
OTU_2384	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2422	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0
OTU_1063	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2409	0	0	0	2	1	0	1	0	0	2	0	0	2	1	0	1	1	0
OTU_2783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1616	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_1671	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1190	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0
OTU_1761	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1675	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2
OTU_2578	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1754	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1550	2	0	6	0	0	0	2	0	0	1	1	0	0	0	0	0	2	1
OTU_2001	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0
OTU_1535	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
OTU_2425	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1082	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	2	1	2
OTU_2314	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1399	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2590	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3
OTU_1734	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1698	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0
OTU_1960	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_2481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1624	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_997	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU_1936	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
OTU_1752	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	4
OTU_1703	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1061	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0
OTU_2738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_2171	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_2114	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_943	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
OTU_1975	0	0	0	4	0	1	0	0	0	0	0	0	4	0	0	0	3	0
OTU_2231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1441	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2597	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_2752	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0
OTU_2313	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
OTU_1366	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0
OTU_1827	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_985	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	0	0
OTU_1887	2	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0
OTU_2253	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_826	9	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
OTU_2170	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
OTU_1690	0	0	2	0	1	1	2	2	1	1	1	1	0	1	0	0	0	0
OTU_1928	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1483	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
OTU_2266	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_855	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1779	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1
OTU_2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_2162	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1004	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2396	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0
OTU_827	0	0	0	0	0	0	0	1	0	0	1	2	1	1	1	0	0	0
OTU_2676	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_2555	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	1
OTU_2689	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_1642	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
OTU_2074	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
OTU_2069	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2686	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_2229	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_1787	0	0	0	1	0	0	0	2	0	0	0	0	2	0	2	0	0	0
OTU_2397	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1350	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1978	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2559	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2638	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1071	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	3	0	0
OTU_1833	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2567	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1955	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU_2574	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1994	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2808	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0
OTU_2308	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1764	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0
OTU_1663	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1247	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0
OTU_1125	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	1
OTU_996	0	0	0	3	0	0	0	3	0	0	0	0	2	0	0	0	2	1
OTU_1591	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_2248	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
OTU_1872	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OTU_2714	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2392	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1718	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1705	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	1
OTU_2276	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
OTU_1235	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1303	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1329	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2322	2	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	1	1
OTU_1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1949	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1339	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
OTU_2242	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2205	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2127	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1503	2	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0
OTU_2132	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0
OTU_2702	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
OTU_2113	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1951	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
